transcription,reference,wer,rtf,cpu
 who s coming to the party tonight ,who s coming to the party tonight ,0.0,0.14973273042772636,120.5
 the train is running late again ,the train is running late again ,0.0,0.15304625571311056,123.7
 we forgot to buy toilet paper ,we forgot to buy toilet paper ,0.0,0.1490340150635818,121.6
 is that your final decision ,is that your final decision ,0.0,0.11943569823877134,146.9
 she teaches english on the weekends ,she teaches english on the weekends ,0.0,0.11583409375614591,120.0
 they re building a new park nearby ,they re building a new park nearby ,0.0,0.12192223347774168,120.0
 i think we missed the exit ,i think we missed the exit ,0.0,0.13355273466843826,121.0
 what s your favorite kind of food ,what s your favorite kind of food ,0.0,0.11460008861133887,118.1
 i just cleaned the entire house ,i just cleaned the entire house ,0.0,0.12928221155615413,125.2
 can you repeat that slowly ,can you repeat that slowly ,0.0,0.11144917586754109,126.9
 i ll call you back later ,i ll call you back later ,0.0,0.18640275762862518,252.6
 don t make the same mistake twice ,don t make the same mistake twice ,0.0,0.1447686195373535,118.9
 he plays guitar in a band ,he plays guitar in a band ,0.0,0.1259447884385603,118.9
 this book is really interesting ,this book is really interesting ,0.0,0.12405808155353253,124.1
 we met on a rainy day ,we met on a rainy day ,0.0,0.17834402266002836,128.2
 how many languages do you speak ,how many languages do you speak ,0.0,0.10392901426303887,121.1
 the water is too cold to swim ,the water is too cold to swim ,0.0,0.1803844625299627,116.0
 she left without saying goodbye ,she left without saying goodbye ,0.0,0.1406963415971891,123.2
 try turning it off and on again ,try turning it off and on again ,0.0,0.12209383433297176,121.0
 this is my favorite movie ever ,this is my favorite movie ever ,0.0,0.11861236890157063,120.9
 i hope it doesn t ring in tomorrow ,i hope it doesn t rain tomorrow ,0.2857142857142857,0.16205010206803033,120.8
 he forgot his password again ,he forgot his password again ,0.0,0.11051646594343514,121.8
 the kids are playing outside now ,the kids are playing outside now ,0.0,0.12596536228674968,121.3
 why are you whispering like that ,why are you whispering like that ,0.0,0.11990351336342948,122.2
 my hands are freezing cold ,my hands are freezing cold ,0.0,0.11283343946430045,121.9
 i m going to need more time ,i m going to need more time ,0.0,0.16117257586980271,118.4
 let s keep this between us ,let s keep this between us ,0.0,0.13094605231771664,189.7
 he won t answer his phone today ,he won t answer his phone today ,0.0,0.1435300578241763,116.2
 that s a very good question ,that s a very good question ,0.0,0.13871755057234106,120.2
 please don t make me do that ,please don t make me do that ,0.0,0.15119572480519614,118.6
 i ll text you the address later ,i ll text you the address later ,0.0,0.15013254605806792,117.9
 can you lower your voice please ,can you lower your voice please ,0.0,0.1298054059346517,118.2
 let s walk instead of driving ,let s walk instead of driving ,0.0,0.12536108493804932,119.7
 i have to leave in 10 minutes ,i have to leave in ten minutes ,0.14285714285714285,0.11481813564422023,122.1
 that joke wasn t very funny ,that joke wasn t very funny ,0.0,0.12524414779548357,120.2
 my laptop just shut down unexpectedly ,my laptop just shut down unexpectedly ,0.0,0.1181133685667822,116.9
 how do i fix this issue ,how do i fix this issue ,0.0,0.14050122230283676,123.5
 it happened without any warning ,it happened without any warning ,0.0,0.15293610196153656,195.2
 i love walking in the rain ,i love walking in the rain ,0.0,0.15028055049171132,121.1
 why did you cancel the meeting ,why did you cancel the meeting ,0.0,0.11923115888087871,120.7
 that really caught me off guard ,that really caught me off guard ,0.0,0.1399844426375169,118.2
 could you open the window please ,could you open the window please ,0.0,0.15516818024729953,120.6
 we ve got a long way to go ,we ve got a long way to go ,0.0,0.12258548362582337,117.4
 tell me more about your project ,tell me more about your project ,0.0,0.11918334399952607,123.5
 i m not sure what you mean ,i m not sure what you mean ,0.0,0.15649544565301193,120.6
